"GeneID","gene"
124995,"MRP-L10"
124995,"MRP-L8"
124995,"MRPL8"
124995,"RPML8"
124995,"uL10m"
124997,"CAMRQ2"
124997,"CHMRQ"
124997,"HYC3"
124997,"PPP1R166"
124997,"SORF-2"
125058,"TBC1D16"
125061,"FKF"
125061,"KF"
125061,"KFA"
125111,"CX31.9"
125111,"Cx30.2"
125111,"GJA11"
125111,"GJC1"
125113,"KA21"
125113,"KRT222P"
125115,"CK-40"
125115,"K40"
125115,"KA36"
125150,"ODG10"
125150,"SPGF71"
125150,"SWS1"
125168,"RIBIN"
125170,"COXPD49"
125170,"D3B"
125170,"MID49"
125170,"SMCR7"
125206,"SGLT-5"
125206,"SGLT5"
125228,"C18orf19"
125228,"HsT2329"
125336,"DFNB77"
125336,"LH2D1"
125476,"C18orf37"
125476,"IES6"
125476,"hIes6"
125488,"C18orf17"
125488,"HsT2697"
125704,"C18orf51"
125704,"FAM69C"
125704,"FNCAD"
125875,"CLDND2"
125893,"ZNF816A"
125919,"ZNF543"
125931,"UNQ9366"
125950,"RAVER1"
125958,"OR19-7"
125958,"OR19-B"
125958,"OR19B"
125958,"OR7D4P"
125958,"hg105"
125962,"OR19-15"
125962,"OR19-8"
125962,"OR7G1P"
125963,"OR19-5"
125963,"OR19-6"
125965,"COXVIB2"
125965,"CT59"
125972,"CMH19"
125972,"CRT2"
125972,"CT93"
125981,"ALKCDase1"
125981,"ASAH3"
125988,"C19orf70"
125988,"MIC12"
125988,"MIC13"
125988,"P117"
125988,"QIL1"
125997,"MBD3L2"
126003,"TRS31"
126006,"GPSM4"
126006,"PCD5"
126014,"PIGR3"
126014,"PIgR-3"
126017,"ZNF813"
126068,"ZNF441"
126069,"ZNF491"
126070,"ZNF440"
126074,"C19orf39"
126074,"SWS1AP1"
126074,"ZSWIM7AP1"
126075,"CCDC159"
126119,"SBBI54"
126123,"C19orf41"
126123,"PLAL6978"
126123,"PRO21961"
126123,"SCRL"
126129,"CATL1"
126129,"CPT I-C"
126129,"CPT1-B"
126129,"CPT1P"
126129,"CPTI-B"
126129,"CPTIC"
126129,"SPG73"
126133,"ALDH16A1"
126147,"NTN5"
126204,"CLR19.7"
126204,"NALP13"
126204,"NOD14"
126204,"PAN13"
126205,"CLR19.2"
126205,"NALP8"
126205,"NOD16"
126205,"PAN4"
126206,"CLR19.8"
126206,"MATER"
126206,"NALP5"
126206,"OZEMA19"
126206,"PAN11"
126206,"PYPAF8"
126208,"TIP20"
126231,"ZNF573"
126248,"PQWD"
126259,"CD28H"
126259,"IGPR-1"
126259,"IGPR1"
126272,"EID-2B"
126272,"EID-3"
126282,"TIPE1"
126295,"ZNF424"
126298,"FKSG27"
126298,"IRGQ1"
126299,"C19orf37"
126299,"Zfp428"
126306,"JP-45"
126306,"JP45"
126308,"MOB-LAK"
126308,"MOB1C"
126308,"MOBKL2A"
126308,"moblak"
126321,"C19orf28"
126321,"PP3501"
126321,"SLC59B1"
126326,"C19orf64"
126326,"DFNB15"
126326,"DFNB72"
126326,"DFNB95"
126328,"B14.7"
126328,"CI-B14.7"
126328,"MC1DN14"
126353,"C19orf21"
126353,"MISP1"
126364,"MAPA"
126370,"OR19-20"
126370,"OR1I1P"
126370,"OR1I1Q"
126374,"WTIP"
126375,"ZNF792"
126382,"TRA16"
126393,"HEL55"
126393,"Hsp20"
126393,"PPP1R91"
126402,"CCDC105"
126410,"ARCI5"
126410,"INLNE"
126410,"LI3"
126432,"RINL"
126433,"FBG5"
126433,"Fbx27"
126520,"PLK-5"
126520,"PLK5P"
126520,"SgK384ps"
126526,"C19orf47"
126541,"OR19-28"
126549,"ANKRD41"
126549,"LEM3"
126549,"LEMD6"
126567,"FAM148C"
126567,"KIAA1957"
126567,"NLF3"
126626,"GABPB-2"
126637,"S100A17"
126637,"THHL1"
126638,"RPTN"
126661,"C1orf231"
126661,"CCDC163P"
126668,"TDRD10"
126669,"SHE"
126695,"C1orf172"
126695,"ECTD12"
126731,"C1orf96"
126731,"CSAP"
126755,"LRRC38"
126767,"AADACL3"
126789,"PUSL1"
126792,"ALGAZ"
126792,"EDSP2"
126792,"EDSSPD2"
126792,"SEMDJL1"
126792,"beta3GalT6"
126820,"DIC3"
126820,"NYD-SP29"
126820,"WDR63"
126823,"KARCA1"
126859,"C1orf125"
126868,"C1orf161"
126868,"D5"
126917,"IFFO2"
126961,"H3"
126961,"H3.2"
126961,"H3/M"
126961,"H3C13"
126961,"H3C15"
126961,"H3F2"
126961,"H3FM"
126961,"H3FN"
126961,"HIST2H3C"
126969,"CTL3"
127002,"ATXN7L2"
127003,"C10orf194"
127003,"C1orf194"
127018,"Q96AV0"
127059,"OR2M5P"
127062,"OR1-54"
127062,"OR2M3P"
127062,"OR2M6"
127062,"OST003"
127064,"OR1-57"
127066,"OR5BF1"
127068,"OR2T34"
127069,"OR1-64"
127074,"OR1-60"
127074,"OR2T4Q"
127077,"OR2T11Q"
127124,"ATP6G3"
127124,"Vma10"
127247,"Asb-17"
127253,"C1orf171"
127254,"C1orf173"
127255,"LRRC44"
127262,"FAM79A"
127262,"SVAP30"
127262,"TPRGL"
127262,"h-mover"
127262,"mover"
127281,"C1orf93"
127281,"FAM213B"
127294,"MYOM3"
127343,"Atx"
127343,"MBX"
127343,"OTX3"
127343,"PAXB"
127385,"MOR23"
127385,"OLFR16"
127385,"OR1-28"
127391,"dJ39G22.2"
127396,"ZNF684"
127428,"C1orf83"
127435,"PCAN"
127435,"SLRR5A"
127495,"LRRC39"
127534,"CX30.3"
127534,"EKV"
127534,"EKVP2"
127540,"dJ1007G16.5"
127544,"IBRDC3"
127544,"NKLAM"
127550,"A3GALT2P"
127550,"IGB3S"
127550,"IGBS3S"
127579,"SPE42"
127602,"C1orf67"
127602,"Dnahc14"
127602,"HL-18"
127602,"HL18"
127608,"OR2AJ1P"
127608,"OR2AJ1Q"
127617,"OR1-35"
127617,"OR1-36"
127617,"OR14L1P"
127617,"OR5AV1"
127617,"OR5AV1P"
127623,"OR2B11"
127665,"ZNF648"
127670,"EDDM9"
127670,"Epdd1"
127670,"HE9"
127670,"HEL-S-45e"
127670,"TMEM45C"
127687,"ALAESM"
127700,"C1orf102"
127700,"NOR1"
127703,"C1orf216"
127707,"KLHDC7A"
127731,"VWA5B1"
127733,"UBXD3"
127795,"CREF"
127829,"ARL10B"
127829,"GIE2"
127833,"CMS7"
127833,"CMS7A"
127833,"CMS7B"
127833,"MYSPC"
127833,"SytII"
127845,"CGI-141"
127845,"GOT1"
127845,"GOT1B"
127845,"HMFN1187"
127845,"YMR292W"
127845,"hGOT1b"
127933,"KIS"
127933,"KIST"
127933,"P-CIP2"
127943,"FCRL2"
127943,"FCRLM2"
127943,"FCRLY"
127943,"FREB-2"
127943,"FREB2"
127943,"FcRY"
128025,"WDR64"
128061,"C1orf131"
128077,"LIX1L"
128153,"CFAP305"
128153,"FAP305"
128153,"IQCH"
128153,"MOT17"
128153,"MSRG-11"
128153,"MSRG11"
128178,"CR"
128178,"ECTD11A"
128178,"ECTD11B"
128178,"ED3"
128178,"EDA3"
128209,"ZLF393"
128209,"ZNF393"
128209,"Zfp393"
128218,"TMEM125"
128229,"C1orf182"
128229,"SIP"
128229,"SSTK-IP"
128239,"IQGAP3"
128240,"AIBP"
128240,"APOA1BP"
128240,"PEBEL"
128240,"YJEFN1"
128272,"WGEF"
128308,"AAVG5835"
128308,"L55nt"
128308,"MRP-L55"
128308,"PRO19675"
128308,"bL31m"
128312,"H2BU1"
128312,"H2Bb"
128312,"HIST3H2BB"
128322,"NUTF2P4"
128338,"CORD21"
128338,"PRO180"
128338,"TMEM77"
128338,"WWFQ154"
128344,"C1orf88"
128344,"PIFO"
128344,"pitchfork"
128346,"C1orf162"
128360,"OR1-3"
128366,"OR6P1"
128367,"OR1-13"
128367,"OR1-14"
128367,"OR10X1P"
128368,"OR1-15"
128371,"OR1-21"
128372,"OR1-22"
128387,"TATDN3"
128408,"BETA4"
128408,"BHLHB4"
128408,"Beta3b"
128408,"bA305P22.3"
128414,"C20orf58"
128414,"FAM77A"
128414,"bA261N11.2"
128434,"C20orf102"
128434,"dJ1118M15.2"
128486,"C20orf142"
128486,"Fit2"
128486,"SIDDIS"
128486,"dJ881L22.2"
128488,"C20orf122"
128488,"SWAM2"
128488,"WAP2"
128488,"dJ211D12.4"
128497,"C20orf165"
128497,"TSG23"
128497,"dJ337O18.8"
128506,"C20orf123"
128506,"OC-STAMP"
128506,"dJ257E24.3"
128553,"C20orf17"
128553,"OVC10-2"
128553,"TSH2"
128553,"ZABC2"
128553,"ZNF218"
128602,"C20orf85"
128602,"LLC1"
128602,"bA196N14.1"
128611,"C20orf174"
128637,"C20orf140"
128637,"WARBM4"
128646,"PTPNS1L2"
128646,"dJ576H24.4"
128653,"dJ860F19.4"
128674,"GPR73L1"
128674,"GPR73b"
128674,"GPRg2"
128674,"HH3"
128674,"KAL3"
128674,"PKR2"
128674,"dJ680N4.3"
128710,"C20orf94"
128710,"bA204H22.1"
128710,"bA254M13.1"
128710,"dJ1099D15.3"
128817,"CTES1"
128817,"RCET11"
128817,"dJ322G13.4"
128821,"CTES7B"
128821,"bA218C14.1"
128822,"CLM"
128822,"CTES7A"
128853,"C20orf57"
128853,"VHY"
128859,"BPIL3"
128859,"LPLUNC6"
128861,"C20orf71"
128861,"SPLUNC3"
128864,"dJ63M2.6"
128866,"C20orf178"
128866,"CHMP4A"
128866,"CTPP3"
128866,"CTRCT31"
128866,"SNF7"
128866,"SNF7-2"
128866,"Shax1"
128866,"VPS32B"
128866,"Vps32-2"
128866,"dJ553F4.4"
128869,"CDC91L1"
128869,"GAB1"
128869,"GPIBD21"
128869,"NEDBSS"
128869,"PIG-U"
128876,"C20orf128"
128876,"dJ614O4.7"
128954,"GAB4"
128977,"Pants"
128989,"C22orf25"
128989,"MECRCN"
129025,"3'OY11.1"
129025,"SUHW1"
129025,"ZNF280"
129025,"ZNF636"
129049,"RUTBC2"
129080,"EMI5"
129080,"EMU1"
129138,"LIAR"
129285,"CCDC128"
129285,"FERRY2"
129285,"Fy-2"
129285,"KLRAQ1"
129285,"NEDHFBA"
129293,"C2orf89"
129293,"TIKI1"
129303,"TM6P1"
129303,"TMEM150"
129303,"TTN1"
129401,"MP-44"
129401,"MP44"
129401,"NP44"
129401,"NUP53"
129446,"CMYA3"
129450,"C2orf60"
129450,"hTYW5"
129521,"NMS"
129530,"LYGA1"
129530,"SALW1939"
129531,"MITD1"
129563,"FAM6A"
129563,"PRLMNS"
129563,"hDIS3L2"
129607,"NDK"
129607,"TMPK2"
129607,"TYKi"
129607,"UMP-CMPK2"
129642,"LPAAT"
129642,"LPCAT"
129642,"LPCAT4"
129642,"LPEAT"
129642,"LPLAT 2"
129642,"LPLAT13"
129642,"OACT2"
129684,"caspr5"
129685,"II"
129685,"NEDMLHB"
129685,"TAF"
129685,"TAF(II)43"
129685,"TAFII-43"
129685,"TAFII43"
129685,"TBN"
129787,"lncND"
129804,"TM14"
129807,"NEU4"
129831,"DRB1"
129831,"RB-1"
129852,"C2orf73"
129868,"TRIM43A"
129880,"BBS5"
129881,"C2orf77"
129881,"CCDC173"
130013,"ACMSD"
130026,"ALS2CR14"
130026,"ALS2CR15"
130074,"MANI"
130075,"OR9A4"
130106,"KIP4"
130120,"LPPM429"
130120,"PAP IB"
130120,"PAP-1B"
130120,"PAP1B"
130120,"PAPIB"
130120,"REG III"
130120,"REG-III"
130120,"UNQ429"
130132,"C2orf11"
130132,"Raftlin-2"
130162,"C2orf63"
130271,"PLEKHH1L"
130340,"PSORS15"
130340,"sigma1C"
130355,"AIM29"
130367,"SPP2"
130367,"SPPase2"
130399,"ACVRLK7"
130399,"ALK7"
130497,"ODD"
130502,"TTC32"
130507,"ZNF650"
130535,"6530404F10Rik"
130540,"ALS2CR12"
130557,"HMFT0656"
130557,"RP58"
130557,"Zfp513"
130560,"TSARG1"
130574,"LYPD6"
130576,"CT116"
130576,"LYPD7"
130589,"BLOCK25"
130589,"GALAC4"
130589,"GLAT"
130589,"HEL-S-63p"
130589,"IBD1"
130612,"TMEM198A"
130617,"AIRAPL"
130733,"TMEM178"
130749,"CPO"
130752,"RP11-95H11"
130813,"C2orf50"
130814,"C2orf22"
130814,"PQLC3"
130827,"TMEM182"
130888,"Fbx36"
130916,"MTERFD2"
130940,"CCDC148"
130951,"C2orf65"
130951,"D6Mm5e"
130951,"SPATA37"
130951,"SPGF48"
131034,"COPN4"
131034,"CPN4"
131076,"CCDC58"
131096,"ELK"
131096,"ELK1"
131096,"Kv12.1"
131096,"elk3"
131118,"PAM18"
131118,"TIM14"
131118,"TIMM14"
131149,"C1QTNF15"
131149,"C1QTNF16"
131177,"EF7"
131177,"OIT1"
131368,"ZPLD1"
131375,"LYC4"
131375,"LYZA"
131377,"KBTBD5"
131377,"NEM8"
131377,"SRYP"
131377,"SYRP"
131405,"HYC4"
131405,"HYDCC1"
131405,"LIN-41"
131405,"LIN41"
131408,"C3orf40"
131408,"FLAT715"
131408,"PRO1378"
131450,"CD200R"
131450,"HCRTR2"
131450,"MOX2R"
131450,"OX2R"
131474,"MIA40"
131474,"TIMM40"
131540,"DHHC19"
131544,"DKFZp667G2110"
131544,"vlAKAP"
131566,"CLCP1"
131566,"ESDN"
131578,"LIB"
131583,"FAM43A"
131601,"GPR175"
131601,"TMEM227"
131601,"TPRA40"
131616,"TMEM42"
131669,"HMFN0320"
131669,"UROCD"
131831,"C3orf44"
131831,"ERICH6A"
131831,"FAM194A"
131870,"NUDT16"
131873,"COL6A6"
131890,"GPRK7"
131920,"UNQ846"
131965,"hMETTL6"
132001,"C3orf31"
132001,"COXPD56"
132001,"RAM41"
132001,"TAM41"
132014,"IL17RE"
132112,"Z3CXXC1"
132141,"IQCF1"
132158,"HBEBP2"
132158,"HBEBP4"
132158,"HBeAgBP4A"
132160,"PP2C-eta"
132160,"PP2CE"
132160,"PP2Ceta"
132200,"C3orf49"
132203,"S100A1L"
132203,"S100AL"
132203,"sentan"
132204,"SPO"
132228,"C3orf45"
132243,"H1.8"
132243,"H1FOO"
132243,"H1oo"
132243,"osH1"
132299,"OCIAD2"
132320,"CAP-1A"
132320,"CAP1A"
132321,"C4orf33"
132332,"NEMEP"
132332,"TMEM155"
132430,"PABPC4L"
132612,"Tenr"
132625,"REX-1"
132625,"REX1"
132625,"ZNF754"
132625,"zfp-42"
132660,"CXCDC1"
132660,"JC8.6"
132660,"MIP120"
132660,"TCX1"
132671,"Mieap"
132671,"SPETEX1"
132720,"C4orf32"
132724,"HATL5"
132789,"GNP2"
132789,"SB52"
132851,"CFAP178"
132851,"FAP178"
132851,"SPEF1B"
132851,"TSARG2"
132864,"CPE-BP2"
132864,"CPEB-2"
132864,"hCPEB-2"
132884,"LBN"
132884,"WAD"
132946,"ARL9"
132949,"ACSF4"
132949,"LYS2"
132949,"NRPS1098"
132949,"NRPS998"
132954,"GCPHLP"
132989,"C4orf36"
133015,"C4orf28"
133022,"TRAM1L1"
133060,"OTOP1"
133121,"NPP6"
133308,"NHA2"
133308,"NHE10"
133308,"NHEDC2"
133383,"C5orf35"
133396,"CRL"
133396,"CRL3"
133396,"GLM-R"
133396,"GLMR"
133396,"GPL"
133396,"IL-31RA"
133396,"PLCA2"
133396,"PRO21384"
133396,"hGLM-R"
133396,"zcytoR17"
133418,"GP70"
133482,"CT48"
133482,"GST"
133482,"OATP-I"
133482,"OATP6A1"
133482,"OATPY"
133491,"C5orf47"
133522,"ERRL1"
133522,"PERC"
133522,"PGC-1(beta)"
133522,"PGC1B"
133558,"HEATR7B2"
133558,"SPIF"
133584,"AGRINL"
133584,"AGRNL"
133584,"PIKA"
133619,"PRRC1"
133686,"C5orf33"
133686,"DECRD"
133686,"MNADK"
133686,"NADKD1"
133688,"UGT3A1"
133690,"CAPSL"
133746,"WHAMM2"
133746,"WHDC1L3"
133874,"C5orf58"
133923,"ZNF474"
133957,"CCDC127"
134083,"OR5-2"
134111,"UBE2QL1"
134121,"C5orf49"
134145,"FAM173B"
134145,"JS-2"
134145,"hFAM173B"
134147,"JS-1"
134187,"SPRM-1"
134218,"BMFS3"
134218,"DNAJA5"
134218,"GS3"
134218,"JJJ1"
134265,"AFAP1L1"
134266,"Mt-GrpE#2"
134285,"PRP2"
134288,"TMEM174"
134353,"AGS8"
134359,"C5orf37"
134391,"GALR4"
134391,"GALRL"
134391,"GPCR"
134391,"GPCR-2037"
134391,"PGR7"
134429,"STARD4"
134430,"GLC1G"
134430,"TA-WDRP"
134430,"TAWDRP"
134430,"UTP21"
134492,"NudCL2"
134510,"CPUB1"
134526,"CACH-1"
134526,"Cach"
134526,"STARD15"
134526,"THEAL"
134548,"ANKRD43"
134549,"APXL2"
134553,"C5orf24"
134637,"DEADC1"
134637,"TAD2"
134637,"dJ20N2"
134637,"dJ20N2.1"
134701,"C6orf159"
134701,"SCDO6"
134701,"dJ237I15.1"
134728,"AIP70"
134728,"SIMPL"
134829,"C6orf212"
134829,"C6orf213"
134829,"RLBP1L2"
134829,"bA160A10.4"
134860,"TA3"
134860,"TAR3"
134860,"TAR9"
134860,"TRAR3"
134864,"TA1"
134864,"TAR1"
134864,"TRAR1"
134957,"LGL3"
134957,"LLGL3"
134957,"Nbla04300"
135112,"ERAP140"
135112,"ESNA1"
135112,"NCOA7-AS"
135112,"Nbla00052"
135112,"Nbla10993"
135112,"TLDC4"
135112,"dJ187J11.3"
135114,"HINT4"
135138,"BUG21"
135138,"GLUP"
135138,"HAK005771"
135138,"PACRG2.1"
135138,"PARK2CRG"
135138,"pf12"
135152,"GLCATS"
135154,"C6orf57"
135154,"Sdh8"
135228,"CPAMD7"
135228,"p180"
135228,"r150"
135250,"LETAL"
135250,"N2DL-4"
135250,"NKG2DL4"
135250,"RAET1E2"
135250,"RL-4"
135250,"ULBP4"
135250,"bA350J20.7"
135293,"ACY1L2"
135295,"SFRS13B"
135295,"SFRS19"
135295,"SRrp35"
135398,"C6orf141"
135458,"HUS1B"
135644,"RNF35"
135656,"C6orf37"
135656,"DPCR1"
135656,"PBLT"
135886,"WBSCR28"
135892,"TRIM50A"
135924,"OR9A2"
135927,"C7orf34"
135927,"SOF1"
135927,"ctm-1"
135932,"TMEM139"
135935,"OG-2"
135935,"OG2"
135935,"OG2X"
135935,"POF5"
135935,"TCAG_12042"
135941,"OR2A14P"
135941,"OR2A6"
135941,"OST182"
135946,"OR7-3"
135946,"OR7-9"
135948,"OR7-1"
136051,"ZNF786"
136157,"SSU72P8"
136227,"EMI6"
136227,"EMID2"
136227,"EMU2"
136227,"SH2B"
136242,"TRYX2"
136259,"BTEB5"
136263,"C7orf45"
136288,"C7orf57"
136306,"SLC22B5"
136319,"GCDP"
136319,"V-1"
136332,"CFAP246"
136371,"GLC1F"
136541,"PRSS1"
136541,"TRY1"
136541,"TRYX3"
136541,"UNQ2540"
136647,"ABHS"
136647,"C7orf11"
136647,"ORF20"
136647,"TTD4"
136853,"S4D-SRCRB"
136853,"SRCRB-S4D"
136853,"SRCRB4D"
136895,"C7orf31"
136991,"ALP1"
136991,"ANKL1"
136991,"C7orf7"
136991,"CT1.19"
136991,"GASZ"
136991,"Orf3"
137075,"CLDNL"
137075,"hCG1646163"
137209,"ZNF572"
137362,"GOT1L1"
137392,"BARMR1"
137392,"FAM92A"
137392,"FAM92A1"
137392,"PAPA9"
137492,"HCRP1"
137492,"PQBP2"
137492,"SPG53"
137682,"C8orf38"
137682,"FRTS5"
137682,"MC1DN17"
137695,"DIESL"
137695,"MGAT/DGAT"
137735,"STARS"
137797,"LYPDC2"
137797,"UNQ430"
137814,"CSX2"
137814,"CTHM"
137814,"NKX2F"
137814,"NKX4-2"
137835,"TMEM71"
137868,"ZSG1"
137872,"ADH8"
137872,"HMFT2263"
137872,"HOT"
137886,"p37"
137902,"PMR1"
137902,"PRM1"
137902,"VPO2"
137964,"1-AGPAT 6"
137964,"AGPAT6"
137964,"LPAAT-zeta"
137964,"LPAATZ"
137964,"TSARG7"
137970,"PRO34692"
137970,"Unc5h4"
137994,"SLC55A2"
138009,"WDR21C"
138046,"HNRPCL3"
138050,"HGNAT"
138050,"MPS3C"
138050,"RP73"
138050,"TMEM76"
138065,"RNF183"
138151,"BEND9"
138151,"BTBD14"
138151,"BTBD14A"
138151,"BTBD31"
138151,"NAC-2"
138151,"RBB"
138162,"C9orf116"
138162,"RbEST47"
138199,"C9orf41"
138199,"UPF0586"
138240,"C9orf57"
138241,"C9orf85"
138255,"C9orf135"
138307,"EP17"
138307,"LCN5"
138311,"C9orf136"
138311,"FAM69B"
138311,"pp6977"
138428,"C9orf115"
138428,"PTH1"
138429,"PIPKH"
138474,"TAF(II)210"
138474,"TAF2A2"
138639,"PTP9Q22"
138715,"ARID3C"
138716,"C9orf23"
138716,"bA296L22.5"
138724,"C9orf131"
138799,"OR9-11"
138802,"OR37H"
138802,"OR9-10"
138803,"OR37G"
138803,"OR9-8"
138804,"HSHTPCRX17"
138804,"HTPCRX17"
138804,"OR2K1"
138804,"OR37F"
138804,"OR9-7"
138805,"OR9-6"
138881,"OR9-24"
138882,"OR9-23"
138883,"OR1-26"
138883,"OR1N3"
138883,"OR9-22"
139065,"SLITRK4"
139067,"CT11.8"
139067,"SPANX-N3"
139081,"CT7.2"
139081,"HCA2"
139081,"MAGE-C3"
139081,"MAGEC4"
139105,"CXorf20"
139135,"CT63"
139135,"CT64"
139135,"OXTES1"
139170,"KIAA1892L"
139170,"WDR40B"
139189,"DGKK"
139212,"CILD36"
139212,"CXorf41"
139212,"NYSAR97"
139212,"PIH1D3"
139212,"TWISTER"
139221,"MUM1L1"
139231,"CXorf39"
139285,"FAM123B"
139285,"OSCS"
139285,"WTX"
139322,"CXorf33"
139322,"FAM121A"
139322,"MICOS27"
139322,"Mic27"
139322,"UNQ8193"
139324,"CXorf43"
139324,"D030011N01Rik"
139341,"FUNDC1"
139378,"GPR112"
139378,"PGR17"
139378,"RP1-299I16"
139411,"AUTSX4"
139411,"CXDELp22.11"
139411,"DELXP22.11"
139420,"FLFL3P"
139420,"PPP4R3CP"
139420,"SMEK3P"
139420,"smk1"
139422,"MAGEB10"
139425,"WDR42B"
139562,"DUBA2"
139562,"HSHIN6"
139596,"FUR1"
139596,"UPP"
139599,"HCA3"
139604,"MAGEB16"
139628,"FOXN6"
139716,"GAB3"
139728,"BSTK3"
139728,"CaMK1b"
139735,"ZNF897"
139741,"AIP1"
139741,"ARIP1"
139741,"ARPT1"
139741,"HSD27"
139760,"GPCR2"
139793,"CT16.6"
139793,"GAGED1"
139793,"PAGE-3"
139804,"CXorf55"
139818,"ACG"
139818,"ADMIDX"
139818,"ZIZ2"
139818,"bB128O4.1"
139886,"LJBS"
139886,"TDRD28"
140032,"RPS4Y2P"
140258,"KAP13.1"
140258,"KRTAP13.1"
140290,"C21orf77"
140290,"LINC00846"
140290,"PRED77"
140290,"TCP10A-1"
140290,"TCP10A-2"
140432,"RNF161"
140432,"ZNF183L1"
140432,"bA10G5.1"
140453,"MUC-17"
140453,"MUC-3"
140453,"MUC3"
140456,"ASB11"
140458,"ASB-5"
140459,"ASB6"
140460,"ASB7"
140461,"PP14212"
140462,"ASB9"
140465,"MLC1SA"
140467,"ZFEND"
140469,"MYO3B"
140545,"FKSG33"
140545,"HSD15"
140545,"LMBR2"
140564,"A3D"
140564,"A3DE"
140564,"APOBEC3DE"
140564,"APOBEC3E"
140564,"ARP6"
140576,"AAG13"
140576,"DT1P1A7"
140576,"S100F"
140578,"C21orf68"
140578,"MT75"
140578,"PRED12"
140596,"BD-4"
140596,"DEFB-4"
140596,"DEFB104"
140596,"DEFB4"
140596,"hBD-4"
140597,"MY0876G05"
140597,"WEX1"
140597,"my048"
140606,"SELM"
140606,"SEPM"
140609,"NEK7"
140612,"mkr5"
140625,"ARPM2"
140625,"ARPT2"
140625,"Arp-T2"
140625,"HARPM2"
140628,"CHTD5"
140628,"GATAS"
140628,"bB379O24.1"
140679,"DEE114"
140679,"GEFSP12"
140679,"VGAT"
140679,"VIAAT"
140679,"VIAAT GEFSP12"
140680,"dJ1103G7.2"
140683,"C20orf70"
140683,"PSP"
140683,"SPLUNC2"
140683,"bA49G10.1"
140685,"BTBD4"
140685,"BZEL"
140685,"RINZF"
140685,"ZNF340"
140685,"dJ583P15.7"
140685,"dJ583P15.8"
140686,"WAP14"
140686,"dJ447F3.3"
140687,"C20orf105"
140687,"dJ1153D9.2"
140687,"gcnt"
140688,"C20orf112"
140688,"C20orf113"
140689,"CBLNL1"
140690,"BORIS"
140690,"CT27"
140690,"CTCF-T"
140690,"HMGB1L1"
140690,"dJ579F20.2"
140691,"HSD-34"
140691,"HSD34"
140691,"RNF36"
140691,"Trif"
140699,"C20orf131"
140699,"C20orf132"
140700,"C20orf136"
140700,"dJ591C20"
140700,"dJ591C20.7"
140701,"C20orf135"
140701,"dJ591C20.1"
140706,"C20orf160"
140706,"dJ310O13.5"
140707,"BNAS1"
140707,"HCCR-1"
140707,"HCCR-2"
140707,"HCCRBP-1"
140707,"HCCRBP-3"
140707,"KG19"
140710,"C20orf117"
140710,"KIAA0889"
140710,"SOGA"
140710,"SOGA1"
140711,"C20orf118"
140730,"C20orf190"
140730,"RIM 4"
140730,"RIM-4"
140730,"RIM4"
140730,"RIM4-gamma"
140730,"RIM4gamma"
140731,"C20orf86"
140731,"bA196N14.3"
140732,"SPAG4L"
140732,"SPGF16"
140732,"TSARG4"
140732,"dJ726C3.1"
140733,"C20orf133"
140733,"C2orf133"
140735,"DNCL1B"
140735,"Dlc2"
140735,"RSPH22"
140738,"PR"
140738,"PR1"
140739,"NCE2"
140766,"ADAMTS14"
140767,"VMP"
140767,"p24"
140775,"DENND8A"
140801,"RPL10_5_1358"
140801,"SPGF63"
140803,"CHAK2"
140803,"HMGX"
140803,"HOMG"
140803,"HOMG1"
140803,"HSH"
140807,"CK-72"
140807,"K6IRS2"
140807,"K6irs"
140807,"K72"
140807,"KRT6"
140807,"KRT6IRS2"
140809,"C20orf139"
140809,"Npn3"
140809,"SRX"
140809,"SRX1"
140823,"C20orf52"
140823,"MTGM"
140823,"MTGMP"
140823,"bA353C18.2"
140825,"C20orf163"
140825,"OZZ"
140825,"OZZ-E3"
140831,"C20orf164"
140831,"PPP1R174"
140832,"C20orf146"
140832,"WAP10"
140832,"dJ688G8.3"
140836,"BAF-L"
140836,"BAF2"
140836,"BAFL"
140836,"C20orf179"
140838,"C20orf147"
140838,"HDHD4"
140838,"dJ694B14.3"
140850,"C20orf73"
140850,"DEF-27"
140850,"DEFB-27"
140850,"DEFB27"
140850,"bA530N10.2"
140850,"hBD-27"
140856,"C20orf79"
140856,"HSD22"
140856,"dJ1068E13.2"
140862,"C20orf82"
140862,"ISM"
140862,"Isthmin"
140862,"bA149I18.1"
140862,"dJ1077I2.1"
140870,"C20orf171"
140870,"HEL-S-295"
140870,"WAP6"
140870,"dJ461P17.11"
140873,"dJ477O4.4"
140876,"C20orf175"
140876,"C20orf176"
140876,"FAM65C"
140880,"CST8L"
140880,"CTES2"
140880,"SC13"
140880,"dJ322G13.6"
140881,"C20orf87"
140881,"DEFB-29"
140881,"DEFB29"
140881,"bA530N10.3"
140881,"hBD-29"
140883,"5'OY11.1"
140883,"D87009.C22.3"
140883,"SUHW2"
140883,"ZNF279"
140883,"ZNF632"
140885,"BIT"
140885,"CD172A"
140885,"MFR"
140885,"MYD-1"
140885,"P84"
140885,"PTPNS1"
140885,"SHPS1"
140885,"SIRP"
140886,"PABP5"
140890,"SFRS12"
140890,"SRrp508"
140890,"SRrp86"
140893,"C20orf151"
140894,"C20orf152"
140894,"CNMPD1"
140901,"CLIK1"
140901,"STK35L1"
140902,"dJ881L22.3"
140947,"C5orf20"
140947,"DCNP1"
