"GeneID","gene"
4698,"B13"
4698,"CI-13KD-B"
4698,"CI-13kB"
4698,"NUFM"
4698,"UQOR13"
4700,"B14"
4700,"CI-B14"
4700,"LYRM6"
4700,"MC1DN33"
4700,"NADHB14"
4701,"B14.5a"
4701,"CI-B14.5a"
4702,"CI-19KD"
4702,"CI-PGIV"
4702,"MC1DN37"
4702,"PGIV"
4703,"AMC6"
4703,"NEB177D"
4703,"NEM2"
4704,"CC6"
4704,"CI-39k"
4704,"CI39k"
4704,"COQ11"
4704,"MC1DN26"
4704,"NDUFS2L"
4704,"SDR22E1"
4705,"CI-42KD"
4705,"CI-42k"
4705,"MC1DN22"
4706,"ACP"
4706,"ACP1"
4706,"FASN2A"
4706,"SDAP"
4707,"CI-MNLL"
4707,"CI-SGDH"
4707,"MNLL"
4708,"AGGG"
4708,"CI-AGGG"
4709,"B12"
4709,"CI-B12"
4709,"MC1DN25"
4710,"B15"
4710,"CI-B15"
4711,"CISGDH"
4711,"SGDH"
4712,"B17"
4712,"CI"
4713,"B18"
4713,"CI-B18"
4713,"MC1DN39"
4714,"ASHI"
4714,"CI-ASHI"
4714,"MC1DN32"
4715,"B22"
4715,"CI-B22"
4715,"LYRM3"
4715,"MC1DN24"
4715,"UQOR22"
4716,"MC1DN35"
4716,"PDSW"
4717,"KFYI"
4718,"B14.5b"
4718,"CI-B14.5b"
4718,"HLC-1"
4718,"MC1DN36"
4718,"NADHDH2"
4719,"CI-75Kd"
4719,"CI-75k"
4719,"MC1DN5"
4719,"PRO1304"
4720,"CI-49"
4720,"LHONAR2"
4720,"MC1DN6"
4722,"CI-30"
4722,"MC1DN8"
4723,"CI-51K"
4723,"CI51KD"
4723,"MC1DN4"
4723,"UQOR1"
4724,"AQDQ"
4724,"CI-18"
4724,"CI-18 kDa"
4724,"CI-AQDQ"
4724,"MC1DN1"
4725,"CI-15k"
4725,"CI15K"
4726,"CI-13kA"
4726,"CI-13kD-A"
4726,"CI13KDA"
4726,"MC1DN9"
4728,"CI-23k"
4728,"CI23KD"
4728,"MC1DN2"
4728,"TYKY"
4729,"CI-24k"
4729,"MC1DN7"
4731,"CI-10k"
4731,"CI-9KD"
4733,"NEDD3"
4733,"TANALS"
4734,"NEDD4-1"
4734,"RPF1"
4735,"DIFF6"
4735,"NEDD-5"
4735,"NEDD5"
4735,"Pnutl3"
4735,"SEPT2"
4735,"Septin-2"
4735,"hNedd5"
4736,"CSA19"
4736,"Csa-19"
4736,"L10A"
4736,"NEDD6"
4736,"uL1"
4738,"NEDD-8"
4739,"CAS-L"
4739,"CAS2"
4739,"CASL"
4739,"CASS2"
4739,"HEF1"
4741,"NEF3"
4741,"NF-M"
4741,"NFM"
4744,"CMT2CC"
4744,"NFH"
4745,"IDH3GL"
4745,"NRP1"
4747,"CMT1F"
4747,"CMT2E"
4747,"CMTDIG"
4747,"NF-L"
4747,"NF68"
4747,"NFL"
4747,"PPP1R110"
4750,"ALS24"
4750,"NY-REN-55"
4750,"OFD2"
4750,"SRPS2"
4750,"SRPS2A"
4750,"SRTD6"
4751,"HsPK21"
4751,"NEK2A"
4751,"NLK1"
4751,"PPP1R111"
4751,"RP67"
4752,"HSPK36"
4753,"NRP2"
4756,"IGDCC2"
4756,"NGN"
4756,"NTN1R2"
4758,"NANH"
4758,"NEU"
4758,"SIAL1"
4759,"SIAL2"
4760,"BETA2"
4760,"BHF-1"
4760,"MODY6"
4760,"NEUROD"
4760,"T2D"
4760,"bHLHa3"
4761,"DEE72"
4761,"EIEE72"
4761,"NDRF"
4761,"bHLHa1"
4762,"AKA"
4762,"CCDDRD"
4762,"Math4C"
4762,"NEUROD3"
4762,"bHLHa6"
4762,"ngn1"
4763,"NFNS"
4763,"VRNF"
4763,"WSS"
4771,"ACN"
4771,"BANF"
4771,"SCH"
4771,"SWNV"
4771,"merlin-1"
4772,"NF-ATC"
4772,"NF-ATc1.2"
4772,"NFAT2"
4772,"NFATc"
4773,"JCOSL"
4773,"NFAT1"
4773,"NFATP"
4774,"BRMUTD"
4774,"C1DELp32p31"
4774,"CTF"
4774,"DEL1P32P31"
4774,"NF-I/A"
4774,"NF1-A"
4774,"NFI-A"
4774,"NFI-L"
4775,"NF-AT4c"
4775,"NFAT4"
4775,"NFATX"
4775,"n339260"
4776,"NF-AT3"
4776,"NF-ATC4"
4776,"NFAT3"
4778,"NF-E2"
4778,"p45"
4779,"LCR-F1"
4779,"NRF-1"
4779,"NRF1"
4779,"TCF11"
4780,"HEBP1"
4780,"IMDDHH"
4780,"NRF2"
4780,"Nrf-2"
4781,"CTF"
4781,"HMGIC/NFIB"
4781,"MACID"
4781,"NF-I/B"
4781,"NF1-B"
4781,"NFI-B"
4781,"NFI-RED"
4781,"NFIB2"
4781,"NFIB3"
4782,"CTF"
4782,"CTF5"
4782,"NF-I"
4782,"NFI"
4783,"E4BP4"
4783,"IL3BP1"
4783,"NF-IL3A"
4783,"NFIL3A"
4784,"CTF"
4784,"MALNS"
4784,"MRSHSS"
4784,"NF-I/X"
4784,"NF1-X"
4784,"NF1A"
4784,"SOTOS2"
4790,"CVID12"
4790,"EBP-1"
4790,"KBF1"
4790,"NF-kB"
4790,"NF-kB1"
4790,"NF-kappa-B1"
4790,"NF-kappaB"
4790,"NF-kappabeta"
4790,"NFKB-p105"
4790,"NFKB-p50"
4790,"NFkappaB"
4791,"CVID10"
4791,"H2TF1"
4791,"LYT-10"
4791,"LYT10"
4791,"NF-kB2"
4791,"p100"
4791,"p49/p100"
4791,"p52"
4792,"EDAID2"
4792,"IKBA"
4792,"MAD-3"
4792,"NFKBI"
4793,"IKBB"
4793,"TRIP9"
4794,"IKBE"
4795,"IKBL"
4795,"NFKBIL"
4796,"IKBR"
4796,"NFKBIL2"
4796,"SEMDSP"
4798,"INO80G"
4799,"NFX2"
4799,"TEG-42"
4799,"Tex42"
4800,"CBF-A"
4800,"CBF-B"
4800,"HAP2"
4800,"NF-YA"
4801,"CBF-A"
4801,"CBF-B"
4801,"HAP3"
4801,"NF-YB"
4802,"CBF-C"
4802,"CBFC"
4802,"H1TF2A"
4802,"HAP5"
4802,"HSM"
4802,"NF-YC"
4803,"Beta-NGF"
4803,"HSAN5"
4803,"NGFB"
4804,"CD271"
4804,"Gp80-LNGFR"
4804,"TNFRSF16"
4804,"p75(NTR)"
4804,"p75NTR"
4807,"HEN1"
4807,"NSCL"
4807,"NSCL1"
4807,"bHLHa35"
4808,"HEN2"
4808,"HH27"
4808,"NSCL2"
4808,"bHLHa34"
4809,"15.5K"
4809,"FA-1"
4809,"FA1"
4809,"NHP2L1"
4809,"NHPX"
4809,"OTK27"
4809,"SNRNP15-5"
4809,"SPAG12"
4809,"SSFA1"
4810,"CTRCT40"
4810,"CXN"
4810,"SCML1"
4811,"NID"
4814,"NIN1"
4814,"NINJURIN"
4814,"hNINJ1"
4815,"NINJ2"
4817,"NIT1"
4818,"GIG1"
4818,"GMP-17"
4818,"p15-TIA-1"
4820,"CypNK"
4820,"p104"
4821,"NKX2.2"
4821,"NKX2B"
4824,"BAPX2"
4824,"NKX3"
4824,"NKX3.1"
4824,"NKX3A"
4825,"NKX6.1"
4825,"NKX6A"
4826,"Peg5"
4828,"NMB"
4829,"BB1"
4829,"BB1R"
4829,"BRS1"
4829,"NMB-R"
4830,"AWD"
4830,"GAAD"
4830,"NB"
4830,"NBS"
4830,"NDKA"
4830,"NDPK-A"
4830,"NDPKA"
4830,"NM23"
4830,"NM23-H1"
4831,"NDKB"
4831,"NDPK-B"
4831,"NDPKB"
4831,"NM23-H2"
4831,"NM23B"
4831,"PUF"
4832,"DR-nm23"
4832,"NDPK-C"
4832,"NDPKC"
4832,"NM23-H3"
4832,"NM23H3"
4832,"c371H6.2"
4833,"NDPK-D"
4833,"NM23H4"
4833,"nm23-H4"
4835,"DHQV"
4835,"DIA6"
4835,"NMOR2"
4835,"QR2"
4836,"HsNMT1"
4836,"NMT"
4837,"NNMT"
4838,"HTX5"
4839,"NOL1"
4839,"NOP120"
4839,"NSUN1"
4839,"p120"
4841,"MRXS34"
4841,"NMT55"
4841,"NRB54"
4841,"P54"
4841,"P54NRB"
4841,"PPP1R114"
4842,"IHPS1"
4842,"N-NOS"
4842,"NC-NOS"
4842,"NOS"
4842,"bNOS"
4842,"nNOS"
4843,"HEP-NOS"
4843,"INOS"
4843,"NOS"
4843,"NOS2A"
4846,"ECNOS"
4846,"eNOS"
4848,"CDC36"
4848,"HSPC131"
4848,"IDNADFS"
4848,"NOT2"
4848,"NOT2H"
4849,"IDDSADF"
4849,"LENG2"
4849,"NOT3"
4849,"NOT3H"
4850,"CLONE243"
4850,"NOT4"
4850,"NOT4H"
4851,"AOS5"
4851,"AOVD1"
4851,"TAN1"
4851,"hN1"
4852,"PYY4"
4853,"AGS2"
4853,"HJCYS"
4853,"hN2"
4854,"CADASIL"
4854,"CADASIL1"
4854,"CASIL"
4854,"IMF2"
4854,"LMNS"
4855,"INT3"
4856,"IBP-9"
4856,"IGFBP-9"
4856,"IGFBP9"
4856,"NOV"
4856,"NOVh"
4857,"Nova-1"
4858,"ANOVA"
4858,"NEDASB"
4858,"NOVA-2"
4858,"NOVA3"
4860,"NP"
4860,"PRO1837"
4860,"PUNP"
4861,"MOP5"
4861,"PASD5"
4861,"bHLHe11"
4862,"MOP4"
4862,"PASD4"
4862,"bHLHe9"
4863,"E14"
4863,"E14/NPAT"
4863,"p220"
4864,"NPC"
4864,"POGZ"
4864,"SLC65A1"
4867,"JBTS4"
4867,"NPH1"
4867,"SLSN1"
4868,"CNF"
4868,"NPHN"
4868,"nephrin"
4869,"B23"
4869,"NPM"
4878,"ANF"
4878,"ANP"
4878,"ATFB6"
4878,"ATRST2"
4878,"CDD"
4878,"CDD-ANF"
4878,"CDP"
4878,"PND"
4879,"BNP"
4879,"Iso-ANP"
4880,"CNP"
4880,"CNP2"
4881,"ANPRA"
4881,"ANPa"
4881,"GUC2A"
4881,"GUCY2A"
4881,"NPRA"
4882,"AMD1"
4882,"AMDM"
4882,"ANPRB"
4882,"ANPb"
4882,"ECDM"
4882,"GC-B"
4882,"GCB"
4882,"GUC2B"
4882,"GUCY2B"
4882,"NPRB"
4882,"NPRBi"
4882,"SNSK"
4883,"ANP-C"
4883,"ANPR-C"
4883,"ANPRC"
4883,"BOMOS"
4883,"C5orf23"
4883,"GUCY2B"
4883,"NPR-C"
4883,"NPRC"
4884,"NP1"
4884,"SCA50"
4885,"NARP"
4885,"NP-II"
4885,"NP2"
4886,"NPY1-R"
4886,"NPYR"
4887,"NPY2-R"
4889,"NPY5-R"
4889,"NPYR5"
4889,"NPYY5-R"
4891,"AHMIO1"
4891,"DCT1"
4891,"DMT1"
4891,"NRAMP2"
4892,"N-RAP"
4893,"ALPS4"
4893,"CMNS"
4893,"KRAS"
4893,"N-ras"
4893,"NCMS"
4893,"NRAS1"
4893,"NS6"
4897,"NEDNMS"
4898,"NRD1"
4898,"hNRD1"
4898,"hNRD2"
4899,"ALPHA-PAL"
4900,"RC3"
4900,"hng"
4901,"D14S46E"
4901,"NRL-MAF"
4901,"RP27"
4902,"NTN"
4904,"BP-8"
4904,"CBF-A"
4904,"CSDA2"
4904,"CSDB"
4904,"DBPB"
4904,"EFI-A"
4904,"MDR-NF1"
4904,"NSEP-1"
4904,"NSEP1"
4904,"YB-1"
4904,"YB1"
4905,"DEE96"
4905,"SEC18"
4905,"SKD2"
4907,"CALJA"
4907,"CD73"
4907,"E5NT"
4907,"NT"
4907,"NT5"
4907,"NTE"
4907,"eN"
4907,"eNT"
4908,"HDNF"
4908,"NGF-2"
4908,"NGF2"
4908,"NT-3"
4908,"NT3"
4909,"GLC10"
4909,"GLC1O"
4909,"NT-4"
4909,"NT-4/5"
4909,"NT-5"
4909,"NT4"
4909,"NT5"
4909,"NTF5"
4913,"FAP3"
4913,"NTH1"
4913,"OCTS3"
4913,"hNTH1"
4914,"MTC"
4914,"TRK"
4914,"TRK1"
4914,"TRKA"
4914,"Trk-A"
4914,"p140-TrkA"
4915,"DEE58"
4915,"EIEE58"
4915,"GP145-TrkB"
4915,"OBHD"
4915,"TRKB"
4915,"trk-B"
4916,"GP145-TrkC"
4916,"TRKC"
4916,"gp145(trkC)"
4917,"NTN2L"
4919,"NTRKR1"
4919,"dJ537F10.1"
4920,"BDB"
4920,"BDB1"
4920,"NTRKR2"
4921,"MIG20a"
4921,"NTRKR3"
4921,"TKT"
4921,"TYRO10"
4921,"WRCN"
4922,"NMN-125"
4922,"NN"
4922,"NT"
4922,"NT/N"
4922,"NTS1"
4923,"NTR"
4924,"CALNUC"
4924,"NUC"
4925,"HEL-S-109"
4925,"NEFA"
4926,"NMP-22"
4926,"NUMA"
4927,"FADS4"
4928,"ADIR2"
4928,"NUP196"
4928,"NUP96"
4928,"Nup98-96"
4929,"HZF-3"
4929,"IDLDP"
4929,"NOT"
4929,"NURR1"
4929,"RNR1"
4929,"TINUR"
4931,"NVL2"
4935,"NYS6"
4935,"OA1"
4938,"E18/E16"
4938,"IFI-4"
4938,"IMD100"
4938,"OIAS"
4938,"OIASI"
4939,"OAS2"
4940,"p100"
4940,"p100OAS"
4942,"GACR"
4942,"HOGA"
4942,"OATASE"
4942,"OKT"
4943,"MG81"
4943,"OATL1"
4946,"AZ1"
4946,"AZI"
4946,"OAZ"
4947,"AZ2"
4948,"BEY"
4948,"BEY1"
4948,"BEY2"
4948,"BOCA"
4948,"D15S12"
4948,"EYCL"
4948,"EYCL2"
4948,"EYCL3"
4948,"HCL3"
4948,"P"
4948,"PED"
4948,"SHEP1"
4951,"OCM"
4951,"OM"
4952,"DENT2"
4952,"Dent-2"
4952,"INPP5F"
4952,"LOCR"
4952,"NPHL2"
4952,"OCRL-1"
4952,"OCRL1"
4953,"BABS"
4953,"NEDBA"
4953,"NEDBIA"
4953,"ODC"
4956,"CT133"
4956,"HSPB10"
4956,"ODF"
4956,"ODF2"
4956,"ODF27"
4956,"ODFP"
4956,"ODFPG"
4956,"ODFPGA"
4956,"ODFPGB"
4956,"RT7"
4956,"SODF"
4957,"CT134"
4957,"ODF2/1"
4957,"ODF2/2"
4957,"ODF84"
4958,"OSAD"
4958,"SLRR2C"
4967,"AKGDH"
4967,"E1k"
4967,"E1o"
4967,"KGD1"
4967,"OGDC"
4967,"OGDH-E1"
4967,"OGDH2"
4967,"OGDHD"
4968,"HMMH"
4968,"HOGG1"
4968,"MUTM"
4968,"OGH1"
4969,"OG"
4969,"OIF"
4969,"SLRR3A"
4973,"CLEC8A"
4973,"LOX1"
4973,"LOXIN"
4973,"SCARE1"
4973,"SLOX1"
4974,"OMGP"
4975,"OMP"
4976,"BERHS"
4976,"MGM1"
4976,"MTDPS14"
4976,"NPG"
4976,"NTG"
4976,"largeG"
4978,"IGLON1"
4978,"OBCAM"
4978,"OPCM"
4982,"OCIF"
4982,"OPG"
4982,"PDB5"
4982,"TR1"
4983,"ARHGAP41"
4983,"MRX60"
4983,"MRXSBL"
4983,"OPN1"
4985,"DOP"
4985,"DOR"
4985,"DOR1"
4985,"OPRD"
4986,"K-OR-1"
4986,"KOP"
4986,"KOR"
4986,"KOR-1"
4986,"KOR1"
4986,"OPRK"
4987,"KOR-3"
4987,"KOR3"
4987,"NOCIR"
4987,"NOP"
4987,"NOPr"
4987,"OOR"
4987,"OPRL"
4987,"ORL1"
4987,"PNOCR"
4988,"LMOR"
4988,"M-OR-1"
4988,"MOP"
4988,"MOR"
4988,"MOR1"
4988,"OPRM"
4990,"MCOPCT2"
4990,"ODRMD"
4990,"OPTX2"
4990,"Six9"
4991,"OLFR1"
4991,"OR17-4"
4992,"OLFMF"
4992,"OR16-36"
4992,"OR16-37"
4992,"OR16-88"
4992,"OR16-89"
4992,"OR16-90"
4992,"OR1F10"
4992,"OR1F13P"
4992,"OR1F4"
4992,"OR1F5"
4992,"OR1F6"
4992,"OR1F7"
4992,"OR1F8"
4992,"OR1F9"
4992,"OR3-145"
4992,"ORL1023"
4993,"OLFmf3"
4993,"OR2C2P"
4994,"OLFRA03"
4994,"OR17-40"
4994,"OR17-82"
4994,"OR40"
4995,"OLFRA04"
4995,"OR17-14"
4995,"OR17-228"
4995,"OR228"
4998,"HSORC1"
4998,"ORC1L"
4998,"PARC1"
4999,"ORC2L"
5000,"ORC4L"
5000,"ORC4P"
5001,"ORC5L"
5001,"ORC5P"
5001,"ORC5T"
5001,"PPP1R117"
5002,"BWR1A"
5002,"BWSCR1A"
5002,"HET"
5002,"IMPT1"
5002,"ITM"
5002,"ORCTL2"
5002,"SLC22A1L"
5002,"TSSC5"
5002,"p45-BWR1A"
5004,"A1AG1"
5004,"AGP-A"
5004,"AGP1"
5004,"HEL-S-153w"
5004,"ORM"
5005,"AGP-B"
5005,"AGP-B'"
5005,"AGP2"
5007,"OSBP1"
5008,"OSM"
5009,"OCTD"
5009,"OTC1"
5009,"OTCD"
5009,"OTCase"
5010,"HLD22"
5010,"OSP"
5010,"OTM"
5013,"OTX1"
5015,"CPHD6"
5015,"MCOPS5"
5016,"CHIT5"
5016,"EGP"
5016,"MUC9"
5016,"OGP"
5017,"HOVO1"
5018,"OXA1"
5018,"OXA1L1"
5019,"OXCT"
5019,"SCOT"
5020,"OT"
5020,"OT-NPI"
5020,"OXT-NPI"
5021,"OT-R"
5021,"OTR"
5023,"P2X1"
5024,"P2X3"
5025,"P2X4"
5025,"P2X4R"
5026,"LRH-1"
5026,"P2X5"
5026,"P2X5R"
5027,"P2X7"
5028,"P2Y1"
5028,"SARCC"
5029,"HP2U"
5029,"P2RU1"
5029,"P2U"
5029,"P2U1"
5029,"P2UR"
5029,"P2Y2"
5029,"P2Y2R"
5030,"NRU"
5030,"P2P"
5030,"P2Y4"
5030,"UNR"
5031,"P2Y6"
5032,"P2Y11"
5033,"P4HA"
5034,"CLCRP1"
5034,"DSI"
5034,"ERBA2L"
5034,"GIT"
5034,"P4Hbeta"
5034,"PDI"
5034,"PDIA1"
5034,"PHDB"
5034,"PO4DB"
5034,"PO4HB"
5034,"PROHB"
5036,"EBP1"
5036,"HG4-1"
5036,"ITAF45"
5036,"p38-2G4"
5037,"HCNP"
5037,"HCNPpp"
5037,"HEL-210"
5037,"HEL-S-34"
5037,"HEL-S-96"
5037,"PBP"
5037,"PEBP"
5037,"PEBP-1"
5037,"RKIP"
5042,"PABP3"
5042,"PABPL3"
5042,"tPABP"
5045,"FUR"
5045,"PACE"
5045,"PCSK3"
5045,"SPC1"
5046,"PACE4"
5046,"SPC4"
5047,"GD"
5047,"GdA"
5047,"GdF"
5047,"GdS"
5047,"PAEG"
5047,"PEP"
5047,"PP14"
5047,"ZIF-1"
5048,"LIS1"
5048,"LIS2"
5048,"MDCR"
5048,"MDS"
5048,"NudF"
5048,"PAFAH"
5049,"HEL-S-303"
5050,"PAFAHG"
5051,"HSD-PLA2"
5052,"MSP23"
5052,"NKEF-A"
5052,"NKEFA"
5052,"PAG"
5052,"PAGA"
5052,"PAGB"
5052,"PRX1"
5052,"PRXI"
5052,"TDPX2"
5053,"PH"
5053,"PKU"
5053,"PKU1"
5054,"PAI"
5054,"PAI-1"
5054,"PAI1"
5054,"PLANH1"
5055,"HsT1201"
5055,"PAI"
5055,"PAI-2"
5055,"PAI2"
5055,"PLANH2"
5058,"IDDMSSD"
5058,"PAKalpha"
5058,"alpha-PAK"
5058,"p65-PAK"
5062,"KNO2"
5062,"PAK65"
5062,"PAKgamma"
5063,"ARA"
5063,"MRX30"
5063,"MRX47"
5063,"OPHN3"
5063,"PAK-3"
5063,"PAK3beta"
5063,"XLID30"
5063,"bPAK"
5063,"beta-PAK"
5064,"PALM1"
5066,"PAL"
5066,"PAM-1"
5066,"PHM"
5067,"BIG-1"
5067,"PANG"
5067,"PCS"
5068,"HIP"
5068,"HIP/PAP"
5068,"INGAP"
5068,"PAP"
5068,"PAP-H"
5068,"PAP1"
5068,"PBCGF"
5068,"REG-III"
5068,"REG3"
5069,"ASBABP2"
5069,"DIPLA1"
5069,"IGFBP-4ase"
5069,"PAPA"
5069,"PAPP-A"
5069,"PAPPA1"
5071,"AR-JP"
5071,"LPRS2"
5071,"PARK2"
5071,"PDJ"
5073,"DAN"
5073,"DKCB6"
5073,"PFBMFT4"
5074,"PAR4"
5074,"Par-4"
5075,"HUP48"
5075,"OFC2"
5075,"OTFCS2"
5076,"FSGS7"
5076,"PAPRS"
5076,"PAX-2"
5077,"CDHS"
5077,"HUP2"
5077,"PAX-3"
5077,"WS1"
5077,"WS3"
5078,"KPD"
5078,"MODY9"
5079,"ALL3"
5079,"BSAP"
5079,"PAX-5"
5080,"AN"
5080,"AN1"
5080,"AN2"
5080,"ASGD5"
5080,"D11S812E"
5080,"FVH1"
5080,"MGDA"
5080,"WAGR"
5081,"CMYP19"
5081,"HUP1"
5081,"MYOSCO"
5081,"PAX7B"
5081,"RMS2"
5082,"PhLP"
5083,"STHAG3"
5087,"CAKUHED"
5089,"G17"
5089,"HOX12"
5089,"PBX2MHC"
5090,"PBX3"
5091,"PCB"
5092,"DCOH"
5092,"PCBD"
5092,"PCD"
5092,"PHS"
5093,"HEL-S-85"
5093,"HNRPE1"
5093,"HNRPX"
5093,"hnRNP-E1"
5093,"hnRNP-X"
5094,"HNRNPE2"
5094,"HNRPE2"
5094,"hnRNP-E2"
5095,"PCCA"
5096,"PCCB"
5097,"PC42"
5097,"PCDH42"
5098,"PC43"
5098,"PCDH-GAMMA-C3"
5098,"PCDH2"
5099,"BH-Pcdh"
5099,"BHPCDH"
5099,"PPP1R120"
5100,"ARCADLIN"
5100,"PAPC"
5101,"PCDH9"
5104,"PAI-3"
5104,"PAI3"
5104,"PCI"
5104,"PCI-B"
5104,"PLANH3"
5104,"PROCI"
5105,"PCKDC"
5105,"PEPCK-C"
5105,"PEPCK1"
5105,"PEPCKC"
5106,"PEPCK"
5106,"PEPCK-M"
5106,"PEPCK2"
5106,"mtPCK2"
5108,"PTC4"
5108,"RET/PCM-1"
5110,"PIMT"
5111,"ATLD2"
5116,"KEN"
5116,"MOPD2"
5116,"PCN"
5116,"PCNT2"
5116,"PCNTB"
5116,"PCTN2"
5116,"SCKL4"
5118,"PCPE"
5118,"PCPE-1"
5118,"PCPE1"
5119,"CHMP1"
5119,"PCH8"
5119,"PCOLN3"
5119,"PRSM1"
5119,"VPS46-1"
5119,"VPS46A"
5121,"PEP-19"
5122,"BMIQ12"
5122,"NEC1"
5122,"PC1"
5122,"PC1/3"
5122,"PC3"
5122,"SPC3"
5125,"PC5"
5125,"PC6"
5125,"PC6A"
5125,"SPC6"
5126,"NEC 2"
5126,"NEC-2"
5126,"NEC2"
5126,"PC2"
5126,"SPC2"
5127,"PCTAIRE"
5127,"PCTAIRE1"
5127,"PCTGAIRE"
5127,"PCTK1"
5128,"PCTAIRE2"
5128,"PCTK2"
5129,"PCTAIRE"
5129,"PCTAIRE3"
5129,"PCTK3"
5130,"CCTA"
5130,"CCTalpha"
5130,"CGL5"
5130,"CT"
5130,"CTA"
5130,"CTPCT"
5130,"PCYT1"
5130,"SMDCRD"
5132,"MEKA"
5132,"PHD"
5132,"PhLOP"
5132,"PhLP"
5133,"CD279"
5133,"PD-1"
5133,"PD1"
5133,"SLEB2"
5133,"hPD-1"
5133,"hPD-l"
5133,"hSLE1"
5134,"RP8"
5134,"ZMYND7"
5136,"CAM-PDE 1A"
5136,"CAM-PDE-1A"
5136,"HCAM-1"
5136,"HCAM1"
5136,"HSPDE1A"
5137,"DFNA74"
5137,"Hcam3"
5137,"cam-PDE 1C"
5137,"hCam-3"
5138,"CGS-PDE"
5138,"IDDPADS"
5138,"PDE2A1"
5138,"PED2A4"
5138,"cGSPDE"
5139,"CGI-PDE"
5139,"CGI-PDE A"
5139,"CGI-PDE-A"
5139,"HTNB"
5140,"HcGIP1"
5140,"cGIPDE1"
5141,"DPDE2"
5141,"PDE4"
5141,"PDE46"
5142,"DPDE4"
5142,"PDEIVB"
5143,"DPDE1"
5143,"PDE21"
5144,"ACRDYS2"
5144,"DPDE3"
5144,"HSPDE4D"
5144,"PDE43"
5144,"PDE4DN2"
5144,"STRK1"
5145,"CGPR-A"
5145,"PDEA"
5145,"RP43"
5146,"ACHM5"
5146,"COD4"
5146,"PDEA2"
5147,"JBTS22"
5147,"PDED"
5148,"PDEG"
5148,"RP57"
5149,"ACHM6"
5149,"RCD3"
5150,"HCP1"
5150,"PDE7"
5151,"HsT19550"
5152,"HSPDE9A2"
5153,"HEL-S-79p"
5153,"PDE1B1"
5153,"PDES1B"
5154,"PDGF-A"
5154,"PDGF1"
5155,"IBGC5"
5155,"PDGF-2"
5155,"PDGF2"
5155,"SIS"
5155,"SSV"
5155,"c-sis"
5156,"CD140A"
5156,"PDGFR-2"
5156,"PDGFR2"
5157,"PDGRL"
5157,"PRLTS"
5158,"CSNB3"
5158,"CSNBAD2"
5158,"GMP-PDEbeta"
5158,"PDEB"
5158,"RP40"
5158,"rd1"
5159,"CD140B"
5159,"IBGC4"
5159,"IMF1"
5159,"JTK12"
5159,"KOGS"
5159,"PDGFR"
5159,"PDGFR-1"
5159,"PDGFR1"
5159,"PENTT"
5160,"E1alpha"
5160,"PDHA"
5160,"PDHAD"
5160,"PDHCE1A"
5160,"PHE1A"
5161,"PDHAL"
5161,"SPGF70"
5162,"E1beta"
5162,"PDHBD"
5162,"PDHE1-B"
5162,"PDHE1B"
5162,"PHE1B"
5163,"PDK1"
5164,"PDHK2"
5164,"PDKII"
5165,"CMTX6"
5165,"GS1-358P8.4"
5166,"PDK4"
5167,"ARHR2"
5167,"COLED"
5167,"M6S1"
5167,"NPP1"
5167,"NPPS"
5167,"PC-1"
5167,"PCA1"
5167,"PDNP1"
5168,"ATX"
5168,"ATX-X"
5168,"AUTOTAXIN"
5168,"LysoPLD"
5168,"NPP2"
5168,"PD-IALPHA"
5168,"PDNP2"
5169,"B10"
5169,"CD203c"
5169,"NPP3"
5169,"PD-IBETA"
5169,"PDNP3"
5170,"PDK1"
5170,"PDPK2"
5170,"PDPK2P"
5170,"PRO0461"
5172,"DFNB4"
5172,"EVA"
5172,"PDS"
5172,"TDH2B"
5173,"ADCA"
5173,"PENKB"
5173,"SCA23"
5174,"CAP70"
5174,"CLAMP"
5174,"NHERF-3"
5174,"NHERF3"
5174,"PDZD1"
5175,"CD31"
5175,"CD31/EndoCAM"
5175,"GPIIA'"
5175,"PECA1"
5175,"PECAM-1"
5175,"endoCAM"
5176,"EPC-1"
5176,"OI12"
5176,"OI6"
5176,"PEDF"
5176,"PIG35"
5178,"PW1"
5178,"ZKSCAN22"
5178,"ZNF904"
5178,"ZSCAN24"
5179,"PE"
5179,"PENK-A"
5182,"PEPB"
5183,"PEPC"
5184,"PROLIDASE"
5185,"PEPE"
5187,"PER"
5187,"RIGUI"
5187,"hPER"
5188,"COXPD41"
5188,"HSPC199"
5188,"PET112"
5188,"PET112L"
5189,"HMLR1"
5189,"PBD1A"
5189,"PBD1B"
5189,"ZWS"
5189,"ZWS1"
5190,"HMLR2"
5190,"PAF-2"
5190,"PAF2"
5190,"PBD4A"
5190,"PDB4B"
5190,"PXAAA1"
5191,"PBD9B"
5191,"PTS2R"
5191,"RCDP1"
5191,"RD"
5192,"NALD"
5192,"PBD6A"
5192,"PBD6B"
5192,"RNF69"
5193,"PAF-3"
5193,"PBD3A"
5194,"NALD"
5194,"PBD11A"
5194,"PBD11B"
5194,"ZWS"
5195,"NAPP2"
5195,"PBD13A"
5195,"Pex14p"
5195,"dJ734G22.2"
5196,"CXCL4"
5196,"PF-4"
5196,"SCYB4"
5197,"CXCL4L1"
5197,"CXCL4V1"
5197,"PF4-ALT"
5197,"PF4A"
5197,"SCYB4V1"
5198,"FGAMS"
5198,"FGAR-AT"
5198,"FGARAT"
5198,"GATD8"
